installed_capacity,eic_count,prediction_unit_id,county,datetime,is_consumption,dayofyear,hour,surface_solar_radiation_downwards_fcast_mean_by_county,dayofweek,product_type,surface_solar_radiation_downwards_fcast_mean,is_business,lowest_price_per_mwh,highest_price_per_mwh,temperature_fcast_mean_by_county,direct_solar_radiation_fcast_mean_by_county,direct_solar_radiation_fcast_mean
707.53,50.0,12,3,1634292000000000000,1,288,10,31.697890444155068,4,3,70.96306081452546,0,67.0,68.83,7.709680175781273,0.0203559027777847,22.86961516203703
161.5,12.0,62,2,1649343600000000000,0,97,15,119.01444444444436,3,1,144.8165185185185,0,107.82,125.5,4.151757812500023,0.9732663302951188,19.10159225622105
630.9000000000001,46.0,16,4,1646866800000000000,1,68,23,0.0,2,3,0.0,0,81.9,118.5,-10.243505859374975,0.0,0.0
971.63,73.0,51,13,1680181200000000000,1,89,13,97.92944444444456,3,3,317.37975555555556,0,46.1,51.99,0.29677734375002274,0.6856284205118832,200.95063582791929
620.0,15.0,64,15,1678831200000000000,0,73,22,0.0,1,0,0.0,1,51.5,53.9,4.435107421875022,0.0,0.0
572.2,16.0,24,6,1681221600000000000,1,101,14,544.3752777777778,1,3,525.0116333333333,1,48.2,50.43,10.135186767578148,683.557083333333,622.7937055555557
553.58,21.0,37,9,1639422000000000000,1,347,19,0.0,0,3,0.0,1,86.65,87.5,-0.14869791666664392,-0.06604365596065283,-0.009154767071760793
299.7,18.0,15,4,1676419200000000000,1,46,0,0.0,2,1,0.0,0,51.01,62.0,-1.6915954589843523,0.0,0.0
1689.5,21.0,29,7,1676203200000000000,0,43,12,124.71384645061728,6,1,128.0920587962963,1,57.0,63.2,1.718889702690995,59.49675931954088,95.47313462818286
4104.8,76.0,56,14,1654128000000000000,0,153,0,0.0,3,3,0.0,1,94.01,106.0,13.542687988281275,0.0458796296294774,0.00510925925926739
2476.0,68.0,23,5,1636790400000000000,1,317,8,11.684426179108799,5,3,11.043389142071758,1,67.92,73.0,3.2846313476562727,29.7202613208912,11.595342802372688
1861.7,48.0,60,15,1680570000000000000,1,94,1,0.0,1,3,0.0,1,50.0,59.99,-1.7457275390624774,0.0,0.0
740.0,59.0,16,4,1662915600000000000,0,254,17,242.046388888889,6,3,244.35109999999995,0,209.99,226.36,14.476281738281275,637.7543055555556,606.3487944444445
556.9,53.0,19,5,1669694400000000000,0,333,4,0.0,1,1,0.0,0,128.0,138.0,-1.053452555338519,0.0,0.0
1160.0,5.0,21,5,1633820400000000000,0,282,23,0.0,5,0,0.0,1,66.5,68.48,9.516931152343775,0.0,0.0
90.0,5.0,47,11,1661634000000000000,1,239,21,0.0,5,2,0.0,1,240.0,290.0,21.391229248046898,0.0,0.0
1710.0,8.0,17,4,1668567600000000000,1,320,3,0.0,2,0,0.0,1,102.0,128.37,1.2878662109375227,0.0,0.0
3942.3,82.0,56,14,1671238800000000000,1,351,1,0.0,5,3,0.0,1,136.33,152.94,-7.104467773437477,0.0,0.0
958.9,24.0,52,13,1644217200000000000,1,38,7,0.0,0,3,0.0,1,80.8,84.0,0.6605163574218977,0.0,0.0
1835.4,50.0,42,10,1642341600000000000,1,16,14,16.058897569444436,6,3,17.747697569444437,1,86.0,88.3,3.4234303792317937,-0.00013888888891955276,3.8386759259259136
608.0,10.0,3,0,1652259600000000000,0,131,9,142.37843750000008,2,0,169.9512967592593,1,102.75,104.0,8.92058715820315,34.12488888888884,95.86628148148144
1719.0,46.0,46,11,1677160800000000000,0,54,14,171.64326388888884,3,1,113.74228611111107,1,49.0,64.99,-6.990576171874977,17.21777777777774,7.924148148148159
694.19,74.0,7,1,1673182800000000000,0,8,13,10.803132052951392,6,3,26.750154275173614,0,74.01,80.5,0.2942545572916894,0.03259259259260124,1.2074074074074117
253.0,8.0,63,13,1661824800000000000,0,242,2,0.0,1,1,0.0,1,245.01,282.0,17.385888671875023,0.0,0.0
430.7000000000001,30.0,15,4,1682211600000000000,1,113,1,0.0,6,1,0.0,0,44.0,48.4,5.114480590820335,0.0,0.0
335.5,15.0,8,1,1673474400000000000,1,11,22,0.0,2,3,0.0,1,74.97,84.99,2.739149983723981,0.0,0.0
620.7,64.0,43,11,1641916800000000000,1,11,16,0.0,1,1,0.00011851851851853668,0,94.0,103.98,-13.977491760253884,0.0,0.13534814814814922
1646.61,143.0,35,9,1672027200000000000,1,360,4,0.0,0,3,0.0,0,81.0,91.0,-6.242163085937477,0.0,0.0
964.9,24.0,52,13,1647813600000000000,1,79,22,0.0093055555557839,6,3,0.0014833333333111017,1,81.45,85.0,-0.0025390624999772488,0.0,0.0
230.2,8.0,22,5,1637924400000000000,0,330,11,127.31557309751157,4,1,105.14561013454862,1,82.82,91.3,0.11522827148439775,507.7274074074074,309.3403259259259
414.85,34.0,9,2,1636102800000000000,0,309,9,55.8636838107639,4,3,42.983754181134266,0,65.0,77.25,8.848733520507835,99.32722222222216,44.713688888888896
9073.25,192.0,48,11,1682568000000000000,0,117,4,0.0,3,3,0.0,1,44.01,47.45,5.905664062500023,0.0,0.0
252.5,8.0,66,4,1680573600000000000,0,94,2,0.0,1,1,0.0,1,50.0,59.99,-3.1074127197265398,0.0,0.0
958.0,67.0,16,4,1667577600000000000,1,308,16,0.2555555555555244,4,3,1.5391999999999946,0,99.29,128.0,5.237298583984398,0.6261726209852387,8.377105954318582
541.5,14.0,59,15,1649566800000000000,1,100,5,0.0,6,1,0.0,1,105.0,117.0,-0.31373291015622723,0.0,0.0
964.9,24.0,52,13,1646517600000000000,0,64,22,0.0,5,3,0.0,1,88.0,150.0,-5.176977539062477,0.0,0.0
323.70000000000005,12.0,22,5,1644843600000000000,0,45,13,91.27184895833334,0,1,145.98124155092594,1,74.85,79.0,1.425673421223981,1.8074074074074071,50.57611851851852
1753.2,46.0,60,15,1660845600000000000,0,230,18,205.90958333333327,3,3,203.8426203703703,1,204.99,280.0,27.438281250000024,478.4673611111114,370.29219074074075
1646.7,46.0,65,2,1685502000000000000,0,151,3,0.0,2,1,0.0,1,29.0,34.0,7.181665039062523,0.0,0.0
445.0,35.0,53,14,1657011600000000000,1,186,9,494.89231481481465,1,1,480.43584074074073,0,147.0,152.0,21.419274902343773,669.5686111111112,641.6781222222222
757.4000000000001,25.0,52,13,1654441200000000000,1,156,15,467.98277777777776,6,3,593.5519629629629,1,91.0,100.0,18.896508789062523,293.0861111111112,591.183888888889
757.9000000000001,25.0,52,13,1658991600000000000,0,209,7,186.30405870225695,3,3,133.82942166521988,1,160.0,185.0,14.654412841796898,287.4804166666667,179.49054999999998
463.6,11.0,29,7,1648548000000000000,0,88,10,222.22838059413584,1,1,237.31023738425924,1,82.6,88.0,-1.5754964192708105,130.57147147472992,153.98128875868056
3319.27,284.0,27,7,1674392400000000000,1,22,13,72.85402681327163,6,3,72.48739965277778,0,61.0,70.15,-3.5083034939235884,22.95240234374998,29.547246788194435
2365.8,49.0,30,7,1646179200000000000,1,61,0,0.0,2,3,0.0,1,84.0,87.0,-0.33976508246525505,0.0,0.0
5523.400000000001,108.0,48,11,1630512000000000000,1,244,16,331.07500000000005,2,3,348.79043703703707,1,50.15,69.99,14.926217651367212,498.02111111111094,505.68878518518517
616.5,13.0,49,12,1670148000000000000,0,338,10,19.09858723958333,6,3,19.577975202546295,1,130.0,146.97,-3.1278900146484148,0.06645833333333334,0.36329120370370355
635.77,67.0,7,1,1671195600000000000,1,350,13,71.51438368055555,4,3,55.57182071759259,0,138.0,155.0,-0.9931396484374773,299.83855305989584,131.1632345413773
1468.6,14.0,28,7,1666602000000000000,0,297,9,56.50189471209491,0,0,73.50025026765046,1,95.0,119.19,5.209469943576412,151.163409529321,296.74698483796294
4328.3,88.0,56,14,1676642400000000000,0,48,14,54.68080439814815,4,3,58.91179699074075,1,54.0,60.7,2.516097005208356,0.4775560732241006,8.578356073224104
1013.6,71.0,16,4,1675814400000000000,1,39,0,0.0,2,3,0.0,0,60.0,64.5,-2.0941528320312273,0.0,0.0
99.5,7.0,47,11,1633032000000000000,0,273,20,0.0,3,2,0.0,1,49.62,57.4,8.034722900390648,0.0,0.0
75.7,20.0,61,0,1670792400000000000,0,345,21,0.0,6,2,0.0,1,144.99,158.0,-5.434423828124977,0.0,0.0
1710.0,8.0,17,4,1665867600000000000,1,288,21,0.0,5,0,0.0,1,117.0,145.0,10.394937133789087,0.0,0.0
83.0,11.0,6,1,1675562400000000000,0,36,2,0.0,6,1,0.0,0,61.5,65.1,-2.012162272135394,0.0,0.0
1227.1,37.0,30,7,1632326400000000000,1,265,16,163.33816358024686,2,3,186.68449444444445,1,47.0,49.2,11.004401991102455,131.58069733796304,200.8391269675926
326.59000000000003,32.0,62,2,1682521200000000000,1,116,15,469.54291666666654,2,1,294.8470944444444,0,46.5,48.0,15.125573730468775,544.4657649739581,189.51702423321765
1683.5,20.0,29,7,1679832000000000000,0,85,12,153.67424768518515,6,1,143.71063287037038,1,43.66,45.0,3.789873589409745,29.262306989505014,19.947857606788933
1409.0,42.0,18,4,1678284000000000000,0,67,14,128.79236111111112,2,3,182.4628203703704,1,49.0,57.0,-0.7726959228515398,4.335251532660585,128.49086634747542
263.90000000000003,12.0,13,3,1633082400000000000,0,274,10,82.69269675925925,4,1,166.67965972222223,1,50.15,69.99,8.92657877604169,12.613657407407445,248.80150925925923
1241.6,33.0,18,4,1649293200000000000,1,97,1,0.0,3,3,0.0,1,107.82,125.5,-1.4177612304687273,0.0,0.0
239.5,10.0,40,10,1641916800000000000,1,11,16,0.0007407407407408542,1,1,0.00011851851851853668,1,94.0,103.98,-4.6940851847330505,0.8459259259259326,0.13534814814814922
8120.25,173.0,48,11,1676304000000000000,0,44,16,22.218472222222232,0,3,29.942027777777778,1,54.0,63.24,3.6715637207031477,10.755555555555475,73.89724444444442
1847.91,168.0,35,9,1675850400000000000,0,39,10,38.84112069589123,2,3,46.328705881076395,0,60.0,64.5,1.9629557291666895,12.007777777777775,4.8658814814814795
2546.5,70.0,23,5,1638403200000000000,1,336,0,0.0,3,3,0.0,1,85.0,87.7,-9.365502421061175,0.0,0.0
109.0,8.0,47,11,1647165600000000000,1,72,10,395.60763888888897,6,2,365.74529814814815,1,103.0,113.9,3.1325012207031477,728.6292968750001,606.7604376157408
1689.5,21.0,29,7,1676304000000000000,0,44,16,37.76266975308644,0,1,29.942027777777778,1,54.0,63.24,4.397661675347245,131.10913580246913,73.89724444444442
263.90000000000003,12.0,13,3,1635494400000000000,0,302,8,4.452309027777774,4,1,4.051281249999996,1,65.0,67.7,8.699019368489607,47.786818587691705,37.95255192102503
1731.1,20.0,29,7,1664434800000000000,1,272,7,7.333780864197525,3,1,5.306107407407416,1,190.0,212.01,6.879961480034746,32.5944444444445,9.206214814814832
432.0,15.0,40,10,1675652400000000000,0,37,3,0.0,0,1,0.0,1,62.5,66.92,1.1010070800781477,0.0,0.0
247.9,20.0,34,9,1631642400000000000,0,257,18,99.40597222222225,1,1,92.54019444444448,0,46.03,47.9,10.328902180989608,326.98407407407404,272.1000444444444
151.20000000000002,13.0,50,13,1650636000000000000,1,112,14,534.4291666666661,4,1,524.9677148148148,0,93.74,99.75,14.685693359375025,524.0523611111107,533.8227907407407
122.5,9.0,44,11,1635004800000000000,1,296,16,17.612022569444445,5,2,35.168496643518516,0,66.83,67.67,4.729852294921898,0.42172872967187036,24.781906507449676
519.8000000000001,50.0,38,10,1657382400000000000,1,190,16,220.3714814814814,5,1,346.2667111111111,0,156.0,184.0,16.33155721028648,22.430046296296336,207.64415
2443.4700000000003,262.0,0,0,1653382800000000000,1,144,9,544.039611111111,1,1,544.6930185185186,0,97.0,107.0,12.597314453125025,817.1834444444441,810.7303185185185
115.0,11.0,6,1,1659279600000000000,1,212,15,663.7076388888889,6,1,583.9476388888888,0,169.0,205.0,19.211470540364605,800.8708796296293,609.3331018518519
335.5,15.0,8,1,1672819200000000000,0,4,8,0.0,2,3,0.0,1,75.4,88.74,1.0024353027343977,0.0,0.0
384.3,39.0,43,11,1630954800000000000,0,249,19,13.849861111111125,0,1,25.164112962962925,0,46.3,46.58,12.291055297851587,45.706770833333366,51.141556018518564
334.8,31.0,25,7,1631264400000000000,1,253,9,200.6259828317901,4,1,190.5810741898148,0,44.96,47.72,16.356408691406273,259.50833481776857,242.73614716344764
143.5,6.0,47,11,1644948000000000000,0,46,18,0.0,1,2,0.0,1,73.0,80.0,2.014955139160179,0.0,0.0
289.8,24.0,19,5,1631541600000000000,0,256,14,355.2515277777779,0,1,447.5562388888889,0,46.5,47.62,13.6601501464844,412.25317129629633,588.1273046296296
631.58,25.0,37,9,1652770800000000000,0,137,7,259.2356076388888,1,3,226.19845208333334,1,101.0,105.0,5.868575032552106,619.5182420066548,458.7450271918402
1468.6,14.0,28,7,1665752400000000000,0,287,13,136.93252411265428,4,0,137.35974386574074,1,145.02,159.0,10.46802842881947,56.29998456790127,81.43483888888888
1160.0,5.0,21,5,1634205600000000000,1,287,10,153.04247106481486,3,0,176.38956736111112,1,66.2,67.82,5.386315917968773,154.59366224500872,324.636032615379
588.0,25.0,10,2,1642892400000000000,1,22,23,0.0,5,3,0.0,1,77.0,84.99,-4.338110351562477,0.0,0.0
418.45,36.0,9,2,1641333600000000000,1,4,22,0.0,1,3,0.0,0,75.0,90.0,0.7008300781250227,0.0,0.0
80.0,7.0,6,1,1634799600000000000,0,294,7,0.0,3,1,0.0,0,67.35,67.53,11.467416381835962,0.0,0.0
620.0,15.0,64,15,1675256400000000000,0,32,13,70.6688940972222,2,0,61.916123726851836,1,56.75,62.0,-0.9275512695312272,7.789706597222259,14.217676967592585
1164.92,93.0,35,9,1637125200000000000,0,321,5,0.0,2,3,0.0,0,71.5,88.55,4.298811848958356,0.0,0.0
304.3,25.0,34,9,1636131600000000000,1,309,17,0.0,4,1,0.0,0,65.0,77.25,6.678450520833356,0.0,0.0
1479.21,126.0,35,9,1665741600000000000,1,287,10,108.32429578993053,4,3,106.20568838252315,0,145.02,159.0,9.845107014973982,46.320694444444435,71.71239814814814
862.2,20.0,33,8,1643248800000000000,0,27,2,0.0,3,3,0.0,1,84.0,93.47,-2.0506347656249773,0.0,0.0
309.5,12.0,40,10,1644696000000000000,1,43,20,0.0,5,1,0.0,1,73.75,81.82,2.2314442952474187,0.0,0.0
1664.8000000000002,49.0,46,11,1666537200000000000,0,296,15,66.10128472222226,6,1,84.41580324074074,1,107.0,116.0,8.770082092285179,53.7388395860461,61.50186180826821
1722.5,53.0,18,4,1683856800000000000,0,132,2,0.0,4,3,0.0,1,39.51,42.0,8.825830078125023,0.0,0.0
851.0,29.0,10,2,1671609600000000000,0,355,8,0.0,2,3,0.0,1,105.0,114.0,2.2090240478515852,0.0,0.0
320.5,14.0,8,1,1669305600000000000,0,328,16,0.0,3,3,0.0,1,121.0,137.99,0.1277303059896061,0.0,0.0
2691.5,73.0,23,5,1643968800000000000,0,35,10,122.7826708984375,4,3,105.41704867621529,1,78.0,84.0,-9.280411783854143,263.3518287037037,190.8363324074074
751.7,17.0,33,8,1631890800000000000,0,260,15,240.74555555555537,4,3,255.64214814814815,1,47.9,48.9,10.679620361328148,116.80000868055538,209.07141608796294
75.7,20.0,61,0,1670490000000000000,0,342,9,4.494686577690972,3,2,8.35883310546875,1,130.01,145.0,-1.2597900390624772,0.0,0.5735658564814815
482.6,9.0,66,4,1651878000000000000,0,126,23,0.0,4,1,0.0,1,105.0,115.12,8.290200805664085,0.0,0.0
1104.1,81.0,58,15,1652176800000000000,0,130,10,617.90175,1,3,567.8214537037037,0,102.0,109.2,12.112829589843773,758.1503611111111,649.438538888889
1133.12,92.0,35,9,1639285200000000000,1,346,5,0.0,6,3,0.0,0,86.25,88.4,-0.6092488606770605,0.0,0.0
8375.880000000001,803.0,2,0,1651795200000000000,0,126,0,0.0,4,3,0.0,0,105.0,115.12,6.475372314453148,0.0,0.0
1069.1,93.0,25,7,1663354800000000000,0,259,19,6.887623456790026,4,1,7.368492592592591,0,223.37,241.37,11.48370768229169,9.430015432098786,23.983457407407396
4379.18,371.0,45,11,1661756400000000000,0,241,7,111.71923855251738,0,3,84.0599904043692,0,246.75,254.0,18.849404907226585,345.7038888888889,213.29656296296298
1549.56,122.0,54,14,1641322800000000000,1,4,19,0.0,1,3,0.0,0,75.0,90.0,1.2502685546875227,-1.61907524424502e-17,0.006162962962960105
2900.6000000000004,99.0,4,0,1683309600000000000,0,125,18,260.16886111111114,4,1,230.27469814814816,1,45.0,52.5,4.041555786132835,463.21822222222227,359.64109629629627
1206.5,36.0,18,4,1665619200000000000,1,286,0,-0.006666666666717423,3,3,-0.0013037037037338319,1,142.1,190.0,3.5647521972656477,0.0,0.0
862.2,20.0,33,8,1647061200000000000,0,71,5,0.0,5,3,0.0,1,108.74,124.97,-2.5320800781249773,0.0,0.0
143.20000000000002,13.0,50,13,1642669200000000000,1,20,9,6.399012586805559,3,1,8.223635734953705,0,70.01,85.82,0.8077636718750227,0.0,4.963170370370372
286.5,12.0,63,13,1681142400000000000,0,100,16,344.28486111111124,0,1,412.6289203703704,1,48.0,53.63,13.350000000000025,486.07402777777725,654.350412962963
467.1,18.0,55,14,1649480400000000000,1,99,5,0.0,5,1,0.0,1,115.95,121.74,0.6187377929687727,0.0,0.0
491.45,41.0,9,2,1654909200000000000,1,162,1,0.0,5,3,0.0,0,92.0,99.9,11.3865905761719,-0.055277777777632736,-0.0054999999999730135
189.3,15.0,62,2,1654552800000000000,0,157,22,0.31111111111113127,0,1,1.0641777777778103,0,94.0,98.01,10.031152343750025,9.67736111111094,6.006131481481503
253.0,8.0,63,13,1644026400000000000,1,36,2,0.0,5,1,0.0,1,79.5,85.7,-5.467016601562477,0.0,0.0
1375.59,125.0,25,7,1680303600000000000,0,90,23,0.0,4,1,0.0,0,46.34,51.88,0.6499131944444672,0.0,0.0
749.73,55.0,51,13,1658113200000000000,1,199,3,0.0,0,3,0.0,0,160.0,172.0,9.377709960937525,0.0,0.0
2174.2000000000003,63.0,42,10,1661608800000000000,0,239,14,606.4632407407407,5,3,563.0890777777779,1,240.0,290.0,21.997359212239605,792.8807407407406,713.1219259259259
245.1,23.0,11,3,1646042400000000000,1,59,10,316.2133072916667,0,1,303.4136332175926,0,84.01,90.0,0.6885823567708561,733.5520370370369,731.7942888888889
541.5,14.0,59,15,1650988800000000000,0,116,16,355.14091666666684,1,1,467.7323240740741,1,96.0,107.0,10.679345703125025,365.86838888888906,632.2724185185186
4423.0,92.0,23,5,1669550400000000000,0,331,12,39.72014756944446,6,3,64.08746608796297,1,128.0,139.34,-2.7773701985676857,2.2725925925925967,25.94548148148148
620.0,15.0,64,15,1677416400000000000,0,57,13,149.96508333333333,6,0,223.59767592592593,1,51.24,60.14,-5.087524414062477,15.53777777777778,166.04586666666668
334.0,9.0,59,15,1642878000000000000,1,22,19,0.0,5,1,0.0,1,77.0,84.99,-3.5785156249999774,0.0,0.0
1710.0,8.0,17,4,1664730000000000000,1,275,17,70.23416666666671,6,0,72.83475925925926,1,185.0,201.6,9.603051757812525,77.86125868055572,70.10232534722222
196.7,16.0,50,13,1666098000000000000,0,291,13,204.32622395833337,1,1,157.04574988425927,0,115.5,150.0,11.558007812500025,304.3679325358073,148.85456957284433
779.5,22.0,59,15,1673967600000000000,0,17,15,3.970635416666674,1,1,4.390516898148149,1,33.74,70.0,1.4061889648437726,0.10666666666668334,0.013274074074076148
1628.3000000000002,59.0,4,0,1644487200000000000,1,41,10,182.23485069444445,3,1,191.08756180555554,1,75.0,82.0,1.4961059570312727,634.8182656250001,622.674028587963
1185.49,101.0,58,15,1666191600000000000,1,292,15,176.85619444444444,2,3,197.60250555555555,0,104.0,140.0,5.463818359375023,401.34355555555555,481.6289481481482
165.10000000000002,12.0,13,3,1664942400000000000,1,278,4,0.025164930555575882,2,1,0.006676041666663462,1,155.0,181.29,2.7095377604166893,0.0,0.0
2711.6000000000004,96.0,4,0,1668078000000000000,1,314,11,66.07849479166667,3,1,84.3636207175926,1,102.0,114.0,9.99785766601565,18.282700995551213,51.41502692147714
329.0,8.0,59,15,1634922000000000000,0,295,17,17.57938888888891,4,1,21.15604074074074,1,66.47,67.69,6.825671386718772,147.50606423611117,137.90701238425925
462.1,18.0,55,14,1648609200000000000,1,89,3,0.0,2,1,0.0,1,83.41,89.0,-6.532853190104144,0.0,0.0
1430.5,122.0,35,9,1662296400000000000,1,247,13,448.10902777777784,6,3,456.42333888888885,0,200.0,235.98,13.381534830729192,374.8889583333334,424.8829138888888
583.6,13.0,29,7,1652565600000000000,1,134,22,0.0,5,1,0.0,1,100.0,106.19,8.269576009114607,0.0,0.0
260.0,8.0,64,15,1639681200000000000,1,350,19,0.0,3,0,0.0,1,85.0,90.64,1.1608154296875228,-0.00253645833334703,-0.0034846064814763682
8200.98,787.0,2,0,1649728800000000000,0,102,2,0.0,1,3,0.0,0,103.0,124.0,-0.29302978515622724,0.0,0.0
1727.06,133.0,54,14,1652126400000000000,0,129,20,52.98754629629624,0,3,59.588079629629696,0,101.1,108.5,7.983850097656273,213.9613888888883,237.99315185185176
862.2,20.0,33,8,1647165600000000000,1,72,10,398.39875000000023,6,3,365.74529814814815,1,103.0,113.9,5.385522460937523,761.1315190972222,606.7604376157408
5907.25,122.0,48,11,1657494000000000000,0,191,23,0.0,6,3,0.0,1,157.0,163.8,15.54425964355471,-0.004444444444288827,0.0010074074074267016
1164.2,33.0,33,8,1670058000000000000,1,337,9,18.07406684027778,5,3,11.082068229166664,1,133.0,157.9,-5.556982421874977,0.6560169474283617,3.176270651132084
290.0,12.0,36,9,1659517200000000000,1,215,9,373.04177083333326,2,1,329.2388671296296,1,189.98,199.0,18.589400227864605,435.69054039213376,339.3444663180598
657.0,47.0,51,13,1650218400000000000,0,107,18,167.28513888888938,6,3,192.98232407407414,0,90.01,106.99,7.206872558593773,348.97125000000005,418.7777092592592
627.5500000000001,54.0,9,2,1665921600000000000,1,289,12,70.06599826388887,6,3,134.8113167824074,0,110.0,135.0,11.534371948242212,2.657198859320827,90.70910997043185
6.0,15.0,41,10,1673143200000000000,1,8,2,0.0,6,2,0.0,1,74.01,80.5,-3.143186950683571,0.0,0.0
720.0,7.0,17,4,1647518400000000000,0,76,12,511.1275,3,0,503.0128777777778,1,82.5,93.0,3.2788024902343977,838.7140277777781,839.1980574074074
326.8,21.0,15,4,1666904400000000000,1,300,21,0.0,3,1,0.0,0,96.0,117.5,10.5014587402344,0.0,0.0
851.0,29.0,10,2,1671771600000000000,1,357,5,0.0,4,3,0.0,1,96.0,108.01,0.40572509765627274,0.0,0.0
20.5,5.0,44,11,1652778000000000000,0,137,9,476.3177777777779,1,2,463.5317333333334,0,101.0,105.0,8.251870727539085,529.8348350694447,590.515427662037
1084.0,28.0,18,4,1635724800000000000,1,305,0,0.0,0,3,0.0,1,65.01,67.98,6.871881103515648,0.0,0.0
3537.8,71.0,56,14,1644994800000000000,1,47,7,0.19726851851849725,2,3,0.15459212962963015,1,74.25,80.43,-0.37458902994789395,8.633425925925948,2.3678037037037103
1398.5,113.0,20,5,1652652000000000000,0,135,22,0.0,6,3,0.0,0,102.0,110.0,7.579665120442731,0.0,0.0
822.5,30.0,10,2,1650740400000000000,1,113,19,83.84125000000006,5,3,100.08030185185184,1,99.51,110.0,7.961877441406274,256.5302777777776,293.2330925925926
72.2,13.0,61,0,1658599200000000000,1,204,18,266.682611111111,5,2,259.9086851851851,1,155.0,175.0,19.54241943359377,382.4010277777775,350.8518722222221
414.85,34.0,9,2,1638122400000000000,1,332,18,0.0,6,3,0.0,0,85.0,89.99,-3.0229553222656023,0.0,0.0
1548.0,50.0,4,0,1635472800000000000,1,302,2,0.0,4,1,0.0,1,65.0,67.7,10.17412719726565,0.0,0.0
1945.4,51.0,42,10,1633806000000000000,0,282,19,0.0,5,3,0.0,1,66.5,68.48,11.736454264322942,0.0,0.0
1671.3000000000002,147.0,39,10,1658973600000000000,0,209,2,0.0,3,3,0.0,0,160.0,185.0,15.666858927408876,0.028009259259230628,0.006675925925909114
141.70000000000002,14.0,50,13,1675332000000000000,0,33,10,41.53347927517362,3,1,51.01680520109954,0,62.0,66.49,0.19655761718752274,0.0333333333333333,31.865629629629634
613.4,42.0,51,13,1630544400000000000,0,245,1,0.0,3,3,0.0,0,45.23,46.32,9.237573242187525,0.0,0.0
472.6,42.0,7,1,1630648800000000000,0,246,6,1.5260957845052723,4,3,3.627007821542264,0,45.62,46.29,13.251601155598983,5.045462962962989,12.228462962962954
253.0,8.0,63,13,1650639600000000000,1,112,15,527.9351388888895,4,1,466.29033888888887,1,93.74,99.75,15.077905273437525,608.064166666667,507.3945370370371
100.0,5.0,47,11,1649998800000000000,0,105,5,0.0,4,2,0.0,1,98.01,115.5,2.2223754882812727,0.0,0.0
324.20000000000005,6.0,24,6,1647500400000000000,1,76,7,67.19915876600473,3,3,79.67598885859736,1,82.5,93.0,0.11156616210939777,323.30402398003463,356.0839239800347
108.7,9.0,26,7,1666980000000000000,1,301,18,0.0,4,2,0.0,0,95.0,134.78,11.57862413194447,0.0,0.0
6427.05,561.0,45,11,1673222400000000000,0,9,0,0.0,0,3,0.0,0,76.0,82.95,-5.760870361328102,0.0,0.0
598.0,49.0,16,4,1655812800000000000,0,172,12,721.3411111111112,1,3,718.614474074074,0,110.05,125.0,18.002099609375023,694.6920138888888,706.3995101851851
1298.43,99.0,12,3,1670403600000000000,0,341,9,6.7789785879629605,2,3,5.1612913194444445,0,130.0,145.9,-2.8617919921874773,0.0,0.0
235.3,22.0,62,2,1664168400000000000,0,269,5,0.0,0,1,0.0,0,180.0,219.99,6.881768798828148,0.0,0.0
677.03,47.0,12,3,1632592800000000000,1,268,18,34.25115740740754,5,3,42.60292037037036,0,47.6,54.99,10.717350260416692,146.19745370370367,200.09114259259258
315.5,14.0,8,1,1648566000000000000,0,88,15,388.2515277777777,1,3,365.76097962962956,1,82.6,88.0,-1.6214355468749773,415.24409432870374,369.79650914351856
843.0,29.0,10,2,1663308000000000000,1,259,6,0.7856076388888914,4,3,0.19310555555556072,1,223.37,241.37,9.656137084960962,2.5469097222221992,0.9239592592592557
912.58,33.0,37,9,1656979200000000000,0,186,0,0.0,1,3,0.0,1,147.0,152.0,16.59607340494794,0.15083333333268448,0.017144444444429596
658.0,11.0,3,0,1655269200000000000,0,166,5,57.37702185736756,2,0,43.25790148699721,1,92.0,100.0,13.259680175781275,125.93177777777775,126.99757037037038
46.7,6.0,26,7,1664650800000000000,1,274,19,0.0,5,2,0.0,0,178.0,210.0,10.10864664713544,0.0,0.2560000000000036
468.5,41.0,53,14,1666360800000000000,0,294,14,131.81250868055557,4,1,150.14222719907406,0,108.29,125.0,9.082014973958357,124.80307996961805,169.97096145109953
2676.2000000000003,48.0,14,3,1682222400000000000,0,113,4,0.0,6,3,0.0,1,44.0,48.4,2.4561401367187727,0.0,0.0
253.0,8.0,63,13,1649700000000000000,1,101,18,165.08777777777732,0,1,175.7440148148148,1,113.9,123.0,8.084619140625023,433.2911111111116,412.77555555555557
463.6,11.0,29,7,1647518400000000000,0,76,12,504.4308333333335,3,1,503.0128777777778,1,82.5,93.0,3.5328342013889116,835.1905709876544,839.1980574074074
2384.8,50.0,30,7,1650088800000000000,0,106,6,17.43855920862275,5,3,20.474274023437495,1,94.78,111.0,0.6644802517361339,93.69115386232916,101.46989059072426
300.0,15.0,36,9,1681329600000000000,0,102,20,2.893842592592288,2,1,2.829131481481424,1,42.25,51.99,9.55157877604169,2.8629166666663273,1.9868277777778045
421.95,36.0,9,2,1651035600000000000,0,117,5,6.302187499999963,2,3,1.8888740740740984,0,99.51,108.0,0.26950988769533524,34.792083333333125,8.816644444444494
1468.6,14.0,28,7,1634886000000000000,1,295,7,0.0,4,0,0.0,1,66.47,67.69,7.617530653211828,0.0,0.0
